fecha_iso,ancho_mm,alto_mm,categoria,serie
2018-03-23,229,162,mediano_grande,Selección española de balonmano. Campeones Europa 2018
2018-04-03,229,162,mediano_grande,Los Caminos de Santiago del Norte Peninsular
2018-04-13,250,190,mediano_grande,"Cine, Star Wars, Han Solo"
2018-04-19,229,162,mediano_grande,50 Aniversario de la Feria Nacional del Sello. Madrid
2018-04-27,229,162,mediano_grande,Humor gráfico. 25 Aniversario de la Academia del Humor Internacional
2018-05-25,229,162,mediano_grande,12 meses 12 sellos. Catedral de León
2018-09-10,229,162,mediano_grande,La Generación de los 80
2018-09-10,229,162,mediano_grande,La Generación de los 90
2018-09-21,229,162,mediano_grande,Gastronomía. D.O. Protegidas de Castilla y León
2018-09-28,250,190,mediano_grande,Patrimonio Artístico. Cuenca. Casas de colores
2018-09-28,250,190,mediano_grande,Cine. Harry Poter
2018-10-31,229,162,mediano_grande,Exposición Filatélica Nacional EXFILNA 2018. Sevilla
2018-11-07,250,190,mediano_grande,Flora. Árbol histórico. “El Abuelo” Lugo
2018-11-08,250,190,mediano_grande,Conjunto urbanos Patrimonio de la Humanidad. Cuenca
2019-03-11,305,215,extra_grande,"Pueblos con encanto. Covarrubias, Laguardia, Liérganes y Ujué"
2019-03-18,250,190,mediano_grande,Efemérides. Centenario del Valencia C.F.
2019-03-19,250,190,mediano_grande,Patrimonio Mundial. Centro Histórico de Ávila y sus Iglesias de extramuros
2019-03-29,250,190,mediano_grande,Personajes. Mariano Bertuchi Nieto
2019-05-07,250,190,mediano_grande,Exposición Nacional de Filatelia Juvenil JUVENIA 2019. Burgos
2019-05-27,229,162,mediano_grande,Arte Contemporáneo. Centenario de César Manrique
2019-06-12,229,162,mediano_grande,Humor gráfico. Antonio Fraguas “Forges”
2019-06-13,229,162,mediano_grande,Efemérides. 50 Aniversario de la llegada del hombre a la Luna
2019-06-14,250,190,mediano_grande,Efemérides. Centenario del Palacio de Comunicaciones de Madrid
2019-09-05,229,162,mediano_grande,Los Caminos de Santiago del Norte Peninsular
2019-09-12,250,190,mediano_grande,Emisión conjunta España Portugal. Centenario de la expedición Magallanes-Elcano
2019-09-19,229,162,mediano_grande,La Generación del 2000
2019-09-26,229,162,mediano_grande,Gastronomía D.O Protegidas de Cantabria
2019-09-27,229,162,mediano_grande,Patrimonio Artístico. Teatro Campoamor de Oviedo
2019-09-30,229,162,mediano_grande,Efemérides. Centenario del Parque Nacional Montañas de Covadonga
2019-10-30,250,190,mediano_grande,Conjuntos urbanos Patrimonio de la Humanidad. Úbeda y Baeza
2019-11-04,229,162,mediano_grande,Series de Televisión. The Simmpsons
2019-11-06,250,190,mediano_grande,Exposición Filatélica Nacional EXFILNA 2019. Santander
2019-11-06,250,190,mediano_grande,Cine español. D’Artacán
2020-03-13,305,215,extra_grande,"Pueblos con encanto. Ciudad Rodrigo, Morella, Tejeda y Valverde de los Arroyos"
2020-03-19,250,190,mediano_grande,Patrimonio Mundial. Arquitectura Mudéjar de Aragón
2020-03-20,229,162,mediano_grande,Gastronomía I.G.P. y D.O.P. de Asturias
2020-03-30,250,190,mediano_grande,Los Caminos de Santiago del Norte Peninsular
2020-05-14,229,162,mediano_grande,Efemérides. 75 Aniversario del Decreto de creación del D.N.I.
2020-05-14,229,162,mediano_grande,Efemérides. 150 Aniversario Instituto Geográfico Nacional
2020-06-11,229,162,mediano_grande,Ocio y aficiones. Juego de cartas.
2020-06-12,229,162,mediano_grande,Humor gráfico. Ricardo
2020-06-25,229,162,mediano_grande,Arte Contemporáneo. Lucio Muñoz
2020-06-26,250,190,mediano_grande,Mujeres en el Deporte: Olímpicas Primera medallista Blanca Fernández Ochoa
2020-07-08,229,162,mediano_grande,Gastronomía. España en 19 platos. Extremadura
2020-09-14,229,162,mediano_grande,Aniversarios. 150 aniversario Instituto Geográfico Nacional
2020-09-16,229,162,mediano_grande,Efemérides. Centenario de la Selección Española de Fútbol
2020-09-21,229,162,mediano_grande,La Generación de la década del 2010
2020-09-30,250,190,mediano_grande,Centros urbanos Patrimonio de la Humanidad. Tarragona
2020-10-01,229,162,mediano_grande,COVID-19
2020-10-02,229,162,mediano_grande,Reconocimiento. Coleccionistas filatélicos
2020-10-05,229,162,mediano_grande,Patrimonio Mundial. Paisaje cultural de Risco Caído y las Montañas Sagradas de Gran Canaria.
2020-10-05,229,162,mediano_grande,Patrimonio Mundial. Ciudad Califal de Medina Azahara
2020-10-13,250,190,mediano_grande,"América UPAEP. Arquitectura. Rascacielos Sky Line, Madrid"
2020-10-28,250,190,mediano_grande,Exposición Filatélica Nacional EXFILNA 2020. Cáceres EXFILNA VIRTUAL por COVID-19
2020-11-09,229,162,mediano_grande,Música. Géneros musicales. Ludwig van Beethoven
2020-11-10,229,162,mediano_grande,Arquitectura Urbana. Hipódromo de la Zarzuela
2021-03-11,305,215,extra_grande,"Pueblos con encanto. Bárcena Mayor, Capileira, Miranda del Castañar y Torazu"
2021-03-18,250,190,mediano_grande,Gestión de Residuos COVID-19
2021-03-19,250,190,mediano_grande,Patrimonio Mundial Centro Histórico de Toledo
2021-03-22,229,162,mediano_grande,Gastronomía. D.O. Protegidas Islas Baleares
2021-03-26,250,190,mediano_grande,Ocio y aficiones. Parque temático Puy du Fou
2021-03-29,250,190,mediano_grande,Los Caminos de Santiago del Norte peninsular.
2021-03-31,229,162,mediano_grande,Humor gráfico. Mikel Urmeneta
2021-05-03,305,215,extra_grande,Efemérides. 300 Aniversario del Primer Mapa Postal de España
2021-06-01,229,162,mediano_grande,Efemérides. VII Centenario de la Catedral de Palencia
2021-06-24,229,162,mediano_grande,Reconocimiento. Operación Balmis y Francisco Javier de Balmis y Berenguer
2021-06-28,229,162,mediano_grande,Mujeres en el Deporte Olímpicas Primeras medallistas por equipos femeninos españoles
2021-06-30,229,162,mediano_grande,"Gastronomía. España en 19 Platos. Madrid, cocido madrileño"
2021-06-30,229,162,mediano_grande,ARCO. Feria Internacional de Arte Contemporáneo
2021-07-05,229,162,mediano_grande,Numismática. Último billete y moneda de Peseta
2021-07-20,229,162,mediano_grande,Efemérides. VIII Centenario de la Catedral de Burgos
2021-07-23,229,162,mediano_grande,España en 19 Platos. Galicia. Pulpo a feira
2021-09-01,229,162,mediano_grande,Efemérides. 75 Aniversario del Servicio Filatélico Español
2021-09-10,229,162,mediano_grande,España en 19 Platos. Pa amb tomàquet
2021-09-30,250,190,mediano_grande,Conjuntos urbanos Patrimonio de la Humanidad. Cáceres
2021-09-30,229,162,mediano_grande,Patrimonio Mundial. Sitio de arte rupestre Valle del Còa y de Siega Verde
2021-09-30,229,162,mediano_grande,Efemérides. 450 Aniversario de la Batalla de Lepanto
2021-10-14,229,162,mediano_grande,Grandes Logros en el Extranjero. Museo del Louvre en Abu Dabi
2021-10-21,229,162,mediano_grande,Exposición Filatélica Nacional EXFILNA 2021. Lugo
2021-11-05,229,162,mediano_grande,Salud y Bienestar. Vivir es Urgente
2021-11-09,229,162,mediano_grande,Exposición Nacional de Filatelia Juvenil JUVENIA 2021. Oviedo Videojuegos. League of Legends
2022-02-28,229,162,mediano_grande,"España en 19 platos. Andalucía, Gazpacho"
2022-03-03,229,162,mediano_grande,Medicina. Luis Simarro Lacabra
2022-03-08,229,162,mediano_grande,Día Internacional de la mujer. 8M todo el año
2022-03-21,305,215,extra_grande,"Pueblos con encantos. Calaceite, Medinaceli, Olivenza y Tudanca"
2022-03-22,250,190,mediano_grande,Patrimonio Mundial. Parque Nacional de Garajonay
2022-03-22,229,162,mediano_grande,Gastronomía. D.O. Protegidas. La Rioja
2022-03-31,229,162,mediano_grande,Humor gráfico. El roto
2022-06-10,250,190,mediano_grande,Flora. Ilustración Botánica. Punica Grantum L.
2022-06-17,229,162,mediano_grande,Gastronomía. España en 19 platos. Comunitat Valenciana. La Paella
2022-07-02,229,162,mediano_grande,Numismática. Xacobeo 2021-22
2022-09-20,229,162,mediano_grande,Ciencia. Expediciones a la Antártida
2022-09-21,250,190,mediano_grande,EXFILNA 2022. Irún 500 años de la Batalla de San Marcial
2022-09-24,229,162,mediano_grande,Efemérides. Erupción del Volcán Cumbre Vieja. La Palma 2021
2022-09-30,250,190,mediano_grande,Efemérides. V Centenario del fallecimiento de Elio Antonio de Nebrija
2022-10-05,229,162,mediano_grande,"Oficios y Aficiones. Papiroflexia, Grulla"
2022-10-18,229,162,mediano_grande,Patrimonio Mundial Patrimonio del Mercurio de Almadén e Idria
2022-10-25,229,162,mediano_grande,Gastronomía. España en 19 Platos. País Vasco. Bacalao al Pil-Pil
2022-11-10,229,162,mediano_grande,Salud y Bienestar. VIH. IDETESTABLE-INTRANSMISIBLE
2023-01-16,250,190,mediano_grande,Efemérides. 50 Aniv. del Edificio Muralla Roja de Calpe
2023-02-20,229,162,mediano_grande,Gastronomía. Denominación de Origen Protegida. Canarias
2023-03-17,250,190,mediano_grande,Patrimonio Mundial. Cáceres
2023-03-27,305,215,extra_grande,"Pueblos con encantos. Bagergue, Briones, Pedraza y Ponte Maceira"
2023-03-30,229,162,mediano_grande,Humor Gráfico. Máximo
2023-03-31,229,162,mediano_grande,Gastronomía. España en 19 platos. Islas Baleares. Ensaimada
2023-04-19,250,190,mediano_grande,EXFILNA 2023. Teruel. Catedral de Santa María de Mediavilla
2023-06-28,229,162,mediano_grande,Numismática. Billete de 100 pesetas
2023-06-30,250,190,mediano_grande,Deportes. Ciclismo
2023-07-03,229,162,mediano_grande,UE 2023. Numismática. Presidencia española de la Unión Europea
2023-07-15,250,190,mediano_grande,Conjuntos Urbanos Patrimonio de la Humanidad Ibiza/Eibissa
2023-07-24,229,162,mediano_grande,"Gastronomía. España en 19 platos. Cantabria, cocido montañés"
2023-09-22,229,162,mediano_grande,Gastronomía. España en 19 platos. Castilla-La Mancha. Perdiz de la toledana
2023-09-29,229,162,mediano_grande,Oficio y Aficiones. Astronomía
2023-10-05,250,190,mediano_grande,Ciudad sostenible. Parques históricos de Madrid
2023-10-18,229,162,mediano_grande,Pintura. Juan Fernández de Navarrete. El Mudo.
2023-10-20,229,162,mediano_grande,Patrimonio Mundial. El paisaje cultural de la Sierra de Tramuntana-
2023-10-26,229,162,mediano_grande,Música. Rozalen. La puerta violeta
2023-11-17,229,162,mediano_grande,Ciencia. Año de investigación. Santiago Ramón y Cajal. Homenaje Escuela Neurohistológica Española.
2023-12-19,229,162,mediano_grande,Deportes. Elección Española de Fútbol. ¡Campeonas!
2024-01-12,229,162,mediano_grande,Efemérides. 200 años de la Policía Nacional!
2024-03-22,229,162,mediano_grande,Efemérides. V Centenario de la Catedral de Granada
2024-03-25,229,162,mediano_grande,Gastronomía. D.O. Protegidas. Extremadura Cereza del Jerte y Pimentón de la Vera
2024-03-26,229,162,mediano_grande,Pintura. Menchu Gal
2024-04-26,250,190,mediano_grande,"Patrimonio mundial. Sevilla, Real Alcázar"
2024-04-29,305,215,extra_grande,"Pueblos con encantos. Betancuria, Hita, Nuevo Baztán y Peñíscola"
2024-05-22,229,162,mediano_grande,Gastronomía. España en 12 platos. Murcia. Caldero del Mar Menor
2024-05-30,229,162,mediano_grande,Ferias del Libro. Feria del Libro. Madrid
2024-06-28,229,162,mediano_grande,Humor gráfico. Flavita Banana
2024-07-10,229,162,mediano_grande,Personajes. Francisco Ibáñez.
2024-07-22,229,162,mediano_grande,Camino de Santiago. Fiestas del Apóstol de Santiago de Compostela.
2024-09-17,229,162,mediano_grande,Gastronomía. España en 19 platos. Castilla y León. Lechazo.
2024-09-27,250,190,mediano_grande,Básica S.M. El Rey Felipe VI.
2024-10-03,250,190,mediano_grande,EXFILNA 2024. Valladolid.
2024-11-04,250,190,mediano_grande,Efemérides. 55º aniversario de la proclamación de Isabel la Católica como reina de Castilla.
2024-11-04,250,190,mediano_grande,Conjuntos Urbanos Patrimonio de la Humanidad. Mérida.
2024-11-05,250,190,mediano_grande,Arte urbano. Homenaje a “La Violonchelista de Fene” por Sfhir. Fene (A Coruña)
2025-02-27,229,162,mediano_grande,Gastronomía. Comunidad de Madrid Aceite de Madrid y carne de la Sierra de Guadarrama.
2025-03-07,229,162,mediano_grande,Pintura. Juana Francés.
2025-03-21,229,162,mediano_grande,Numismática Billete de 25 pesetas. (1874)
2025-03-24,229,162,mediano_grande,Patrimonio Mundial Salamanca. Convento de San Esteban.
2025-04-22,229,162,mediano_grande,Gastronomía: España en 19 platos. Aragón. Pollo al chilindrón.
2025-04-29,229,162,mediano_grande,Humor gráfico. Núria Pompeia.
2025-06-17,229,162,mediano_grande,Gastronomía. Navarra. Menestra de verduras.
2025-07-01,229,162,mediano_grande,Derechos civiles. 20 años Matrimonio igualitario.
2025-09-17,229,162,mediano_grande,"Gastronomía. España en 19 platos, Melilla. Rape a la rusadir."
2025-09-26,229,162,mediano_grande,"Gastronomía. España en 19 platos, Ceuta. Estofado de atún."
2025-10-17,229,162,mediano_grande,Ciencia. Mujeres en la Escuela Cajal.
2025-11-06,229,162,mediano_grande,EXFILNA’25. Ayuntamiento de Cádiz.
2025-11-07,229,162,mediano_grande,Casa Real Española.
